userId,movieId,rating,predicted,rating_binary_k_1,rating_q_k_1,rating_binary_k_2,rating_q_k_2,rating_binary_k_3,rating_q_k_3,rating_binary_k_4,rating_q_k_4,rating_binary_k_5,rating_q_k_5,rating_binary_k_6,rating_q_k_6,rating_binary_k_7,rating_q_k_7,rating_binary_k_8,rating_q_k_8,rating_binary_k_9,rating_q_k_9,rating_binary_k_10,rating_q_k_10
474,11,2.5,4.450075015130642,5.0,4.0,3.0,3.0,5.0,4.0,4.0,3.5,4.0,4.0,2.5,3.5,3.0,3.0,4.0,4.0,4.0,3.0,4.0,3.5
480,168,2.5,3.4383958546528848,4.0,3.0,3.0,5.0,4.0,4.0,5.0,4.0,4.0,2.5,5.0,3.5,2.5,3.5,5.0,4.5,4.0,3.5,5.0,3.0
480,380,2.5,2.104674439096841,4.0,4.0,3.0,4.0,4.0,3.0,1.0,3.5,2.5,3.0,5.0,2.0,1.0,3.0,4.0,2.5,4.5,2.5,3.0,4.5
539,374,2.5,3.454079435938583,4.0,,2.0,,3.5,,,,,,,,,,,,,,,
552,161,2.5,3.444835222449252,1.5,3.0,1.5,1.5,3.5,3.0,3.0,3.5,3.0,,2.5,,3.5,,4.0,,3.5,,4.0,
552,497,2.5,2.4759445297289053,3.0,1.5,4.0,3.0,3.0,3.5,4.0,3.0,4.0,,1.5,,2.5,,3.5,,3.5,,4.0,
580,231,2.5,2.425499626901792,4.5,2.5,5.0,4.0,5.0,4.0,3.0,5.0,2.5,3.5,5.0,5.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,2.0
583,593,2.5,2.876443050406122,4.0,3.0,4.0,,3.0,,4.0,,3.5,,2.0,,,,,,,,,
593,231,2.5,2.2552477143955656,4.5,4.0,2.0,4.5,4.0,3.0,3.0,4.0,3.5,,4.0,,2.5,,3.5,,3.5,,4.5,
599,376,2.5,3.022130154928301,3.0,1.5,1.5,3.5,2.0,3.0,3.0,2.5,3.0,2.5,3.0,5.0,2.5,2.5,5.0,1.0,3.5,2.5,1.5,2.5
599,553,2.5,2.509980326501986,1.0,3.0,2.0,1.5,3.5,3.0,2.5,3.5,2.5,2.5,2.5,2.5,2.0,3.5,3.0,3.5,2.0,3.0,2.5,1.5
606,382,2.5,3.3028756981885894,3.5,3.5,2.5,4.0,4.5,4.5,3.5,3.5,2.5,3.5,4.5,4.0,3.5,3.0,4.0,2.5,3.5,3.5,2.5,3.0
608,160,2.5,2.145534269383228,4.5,2.5,2.0,4.5,3.0,2.0,4.0,4.5,3.0,3.5,4.5,3.0,4.5,3.0,3.0,2.5,3.5,3.0,2.0,3.0
14,318,3.0,2.62734210834886,3.0,4.0,1.0,4.0,5.0,5.0,2.0,5.0,5.0,3.0,3.0,2.0,3.0,,2.0,,3.0,,5.0,
32,140,3.0,3.32427059658026,4.0,3.0,3.0,3.0,5.0,5.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,5.0,3.0,5.0,4.0,3.0,
42,193,3.0,3.652808339634392,5.0,2.0,4.0,4.0,2.0,3.0,4.0,3.0,4.0,5.0,5.0,5.0,5.0,2.0,5.0,4.0,5.0,5.0,3.0,4.0
56,367,3.0,4.056130052039024,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,3.0,4.0,5.0,4.0,3.0,5.0,5.0,3.0,5.0,
63,150,3.0,3.687592836603247,3.0,5.0,5.0,3.0,5.0,2.5,3.5,3.0,3.0,1.0,4.0,4.0,4.0,5.0,2.5,,5.0,,5.0,
91,95,3.0,2.952911308151032,4.5,2.0,4.0,3.5,4.0,3.5,4.5,4.5,3.0,5.0,3.5,3.0,3.5,3.0,3.0,4.0,3.0,4.0,2.0,4.0
94,21,3.0,3.593047288466713,4.0,4.0,5.0,1.0,3.0,4.0,1.0,1.0,4.0,2.0,4.0,4.0,3.0,3.0,3.0,1.0,2.0,3.0,3.0,3.0
109,367,3.0,3.248005776212461,4.0,4.0,5.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,2.0,5.0
117,597,3.0,2.7221050445463386,3.0,3.0,3.0,2.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,5.0,3.0,3.0,4.0,2.0,4.0
132,175,3.0,2.684148160522611,4.0,3.0,3.0,4.0,3.5,2.5,2.0,3.0,3.0,2.5,4.5,1.5,2.5,2.0,3.0,4.0,4.5,2.0,3.5,
133,380,3.0,1.3303651455445091,3.0,3.0,3.0,4.0,3.0,3.0,2.0,1.0,3.0,,4.0,,3.0,,3.0,,4.0,,3.0,
144,597,3.0,2.710841195886037,3.0,3.0,4.0,4.0,3.5,4.0,4.0,4.5,3.0,4.5,3.0,3.5,4.0,3.0,4.0,4.5,3.0,3.0,4.5,
173,587,3.0,3.2814198444671336,3.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,5.0,3.0,1.0,,5.0,,4.0,,4.0,,5.0,
182,610,3.0,3.134015790199544,4.5,2.5,5.0,3.5,3.5,3.5,3.0,4.5,4.0,4.5,3.5,4.0,3.5,4.5,3.5,3.0,4.0,4.5,3.5,3.5
216,364,3.0,3.17679797757511,5.0,5.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,5.0,2.0,2.0,3.0,3.0,3.0,,4.0,,2.0,
217,594,3.0,2.8775466842611808,3.0,3.0,3.0,3.0,2.0,4.0,3.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,4.0,4.0,3.0,2.0,3.0,4.0
232,588,3.0,3.3673621656014148,3.5,4.5,3.0,3.5,4.5,3.0,4.0,2.5,5.0,4.5,4.0,3.5,4.0,4.5,3.0,,3.5,,5.0,
240,457,3.0,3.0970188925130224,5.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,3.0,5.0,4.0,5.0,4.0,3.0,4.0,3.0
265,253,3.0,3.6487974988764287,4.0,1.0,3.0,4.0,5.0,3.0,4.0,3.0,4.0,2.0,4.0,,4.0,,1.0,,2.0,,3.0,
288,586,3.0,3.3644515310173,2.0,3.5,3.0,2.0,4.5,4.0,5.0,3.0,3.0,4.0,3.5,4.5,5.0,5.0,3.5,4.0,1.0,3.5,2.0,3.0
293,1,3.0,3.064714833566479,2.0,3.0,2.0,,3.0,,4.0,,,,,,,,,,,,,
298,110,3.0,3.430717451616378,4.0,3.5,4.0,4.0,3.5,2.0,2.0,2.5,3.0,2.0,4.0,4.0,3.0,3.5,2.5,,2.5,,3.5,
321,589,3.0,3.143826129104605,3.0,4.0,3.0,3.0,5.0,3.0,4.0,3.0,3.0,5.0,3.0,3.0,4.0,4.0,4.0,,3.0,,3.0,
354,586,3.0,3.7407264320834495,3.5,4.5,4.0,4.0,4.5,3.5,4.0,4.5,4.5,4.0,4.5,4.0,4.5,,3.5,,4.0,,4.0,
355,317,3.0,2.471599536683706,3.0,3.0,3.0,,3.0,,,,,,,,,,,,,,,
385,50,3.0,3.3900748648583936,4.0,3.0,5.0,3.0,3.0,3.0,5.0,4.0,3.0,5.0,4.0,3.0,5.0,3.0,1.0,3.0,2.0,5.0,4.0,3.0
404,193,3.0,2.452086529680995,4.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0
412,47,3.0,3.1766460008264104,2.0,2.0,5.0,5.0,5.0,5.0,4.0,,,,,,,,,,,,,
436,588,3.0,2.816148093582044,5.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,5.0,1.0,3.0,3.0,4.0,3.0,,4.0,
512,588,3.0,3.3785510500462523,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,,3.0,,5.0,,5.0,
590,329,3.0,3.776523092583703,3.0,4.5,3.0,4.0,2.0,3.0,4.0,3.5,3.0,3.0,3.0,3.5,3.0,4.0,2.5,2.0,3.5,4.0,4.5,2.5
600,39,3.0,3.049894615778003,3.0,2.5,4.0,3.5,3.5,2.5,4.5,3.0,3.0,3.0,2.5,3.0,2.5,4.5,2.5,2.0,2.0,1.0,3.0,4.0
600,589,3.0,2.2031932752750203,1.5,2.0,1.0,4.0,2.5,2.5,1.0,2.0,4.0,3.0,2.5,2.0,2.5,2.5,2.0,3.5,2.0,3.0,2.5,4.5
610,356,3.0,3.1433630683416007,3.5,3.5,4.5,5.0,5.0,4.0,4.5,3.0,4.5,4.0,4.0,5.0,5.0,4.0,5.0,4.5,3.0,4.5,3.0,5.0
20,317,3.5,3.89957489668369,3.0,5.0,5.0,3.0,5.0,,5.0,,3.0,,5.0,,4.5,,,,,,,
21,541,3.5,2.694252354913506,3.5,3.5,4.5,1.0,5.0,2.5,1.0,3.0,3.5,5.0,3.0,3.0,2.5,,3.0,,3.0,,2.0,
28,62,3.5,3.5349748394543146,2.5,2.5,4.0,3.0,3.5,3.0,3.0,3.5,3.0,1.5,4.5,1.5,1.5,3.5,4.0,2.0,3.0,3.0,2.5,
29,296,3.5,3.460921549170467,4.5,3.5,3.5,,4.5,,4.0,,,,,,,,,,,,,
64,344,3.5,3.2939814981796243,5.0,4.0,4.0,3.5,3.5,3.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,4.5,3.0,3.5,4.5,3.5,4.5,5.0
103,344,3.5,2.9791076194664163,5.0,4.0,4.0,4.0,3.5,3.5,5.0,3.5,5.0,4.0,5.0,4.0,5.0,5.0,4.5,5.0,3.5,4.5,3.5,4.5
152,318,3.5,2.7778864585980734,5.0,5.0,4.5,5.0,4.5,4.5,4.5,,3.0,,4.5,,5.0,,4.0,,,,,
156,376,3.5,3.341951073210176,4.0,4.0,1.0,3.5,3.0,4.0,4.0,4.0,3.0,4.0,4.5,1.0,4.0,3.0,4.0,4.0,4.0,4.0,3.5,5.0
194,315,3.5,2.5630706079223264,3.5,2.0,2.0,3.0,3.0,,,,,,,,,,,,,,,
226,364,3.5,3.4442825803648054,4.5,3.0,2.0,4.5,3.5,5.0,2.5,3.0,3.5,3.5,3.0,3.5,5.0,2.0,5.0,3.5,5.0,2.5,2.0,4.0
227,589,3.5,3.0907640914729138,3.0,4.0,4.0,3.5,4.5,5.0,4.0,,4.0,,3.5,,4.0,,3.5,,5.0,,5.0,
246,356,3.5,3.642235290874905,4.5,4.5,3.5,4.5,5.0,,4.0,,4.0,,5.0,,5.0,,5.0,,4.5,,3.0,
274,93,3.5,3.880570538346549,3.0,4.0,4.5,4.5,3.5,4.0,4.0,2.0,3.5,4.0,3.5,3.5,3.0,3.5,4.0,2.5,2.0,3.5,3.0,4.0
282,592,3.5,3.7438877529515024,4.0,3.5,4.5,4.0,4.0,4.0,4.5,4.5,3.5,4.5,4.0,4.5,4.0,,4.0,,5.0,,4.5,
288,111,3.5,2.8615199729512684,5.0,3.5,1.0,4.0,2.0,5.0,3.5,1.0,3.0,4.0,4.5,4.5,3.0,4.0,4.0,3.0,3.5,3.5,3.0,2.0
332,16,3.5,3.942771566048034,4.5,4.0,3.5,4.0,2.0,4.0,4.0,3.5,3.5,3.5,3.5,4.0,3.5,,4.0,,4.0,,4.0,
334,104,3.5,3.1744053223743567,3.5,3.5,3.5,2.0,3.5,3.5,4.0,,4.0,,4.0,,3.5,,2.0,,3.0,,3.0,
354,34,3.5,4.080910525776597,4.5,4.5,4.0,4.5,4.0,4.0,3.5,3.5,4.0,4.0,4.0,4.0,4.0,,3.5,,4.0,,4.0,
356,50,3.5,4.031988772460287,3.0,3.0,4.5,3.5,4.5,3.0,2.5,4.5,4.5,,3.0,,4.0,,4.0,,4.5,,3.5,
357,208,3.5,2.5427953741657165,3.5,4.5,5.0,3.5,3.5,5.0,4.0,4.0,2.0,2.5,4.0,3.5,5.0,4.0,4.0,5.0,3.5,3.5,3.5,2.0
361,356,3.5,2.3737002476630984,3.5,2.0,2.5,3.5,2.0,3.0,3.0,3.5,3.5,,3.0,,3.5,,2.5,,2.0,,3.0,
401,1,3.5,3.09774042039588,2.0,2.0,3.5,,3.5,,,,,,,,,,,,,,,
424,318,3.5,2.791972203810633,3.0,5.0,4.5,,4.5,,5.0,,4.0,,3.5,,2.5,,2.0,,4.5,,,
425,480,3.5,3.646430189144272,3.5,3.0,3.0,4.5,3.0,2.5,4.0,4.5,2.5,3.5,3.5,3.5,3.5,3.0,3.5,3.0,3.5,3.0,4.0,4.0
454,111,3.5,2.6342174531681213,3.0,3.0,4.0,,,,,,,,,,,,,,,,,
480,246,3.5,3.44400124811044,4.0,4.0,1.0,4.0,2.0,2.5,5.0,3.0,4.0,3.0,4.0,2.0,3.0,3.5,5.0,3.0,2.5,3.5,2.5,2.5
480,377,3.5,2.138537757030989,4.0,3.0,2.5,3.0,1.0,2.5,5.0,4.0,1.0,3.5,4.0,3.5,3.0,3.5,3.0,4.5,5.0,4.0,1.0,2.5
525,377,3.5,2.303281767200662,3.5,3.0,4.0,4.0,4.5,3.0,3.5,3.5,3.0,3.5,3.5,4.0,4.0,4.5,4.0,3.5,3.5,,3.0,
570,47,3.5,3.3495990345554976,4.0,3.5,3.5,3.0,2.5,3.5,4.0,4.0,2.5,3.0,3.0,2.5,3.0,4.0,1.0,2.5,2.5,4.0,2.5,2.5
570,110,3.5,3.2906553617581835,3.5,3.5,4.0,3.5,4.0,2.5,4.0,4.0,3.5,4.0,3.5,3.0,2.5,3.0,4.0,2.5,3.5,2.5,3.5,4.0
570,508,3.5,2.545117917697945,3.5,3.0,4.0,3.0,3.5,3.5,3.5,3.0,4.0,2.5,3.5,4.0,2.5,2.5,2.5,4.0,3.5,3.5,4.0,4.0
599,111,3.5,2.69524712931479,3.0,3.5,2.5,1.5,1.5,1.0,2.0,3.0,4.0,2.5,2.0,2.5,2.5,3.0,2.5,2.5,2.5,1.0,3.0,3.5
606,36,3.5,3.6876914432645234,3.5,3.5,3.5,3.0,4.5,3.5,2.5,2.5,2.5,2.5,3.5,4.5,4.5,4.0,3.5,4.0,2.5,4.0,4.0,3.5
610,367,3.5,3.545681678917596,4.5,5.0,3.0,4.5,4.5,3.5,2.0,3.0,5.0,4.0,4.5,4.5,5.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0
14,553,4.0,2.0962876071760963,5.0,2.0,3.0,5.0,1.0,3.0,5.0,4.0,2.0,5.0,3.0,4.0,3.0,,4.0,,2.0,,3.0,
19,541,4.0,1.9418341863324151,4.0,4.0,4.0,2.0,2.0,2.0,4.0,3.0,2.0,1.0,2.0,3.0,3.0,4.0,2.0,2.0,2.0,2.0,4.0,3.0
20,34,4.0,5.489232609516956,3.0,5.0,5.0,3.0,5.0,,4.5,,5.0,,3.0,,5.0,,,,,,,
39,592,4.0,3.80302524361653,3.0,3.0,5.0,,4.0,,5.0,,4.0,,4.0,,5.0,,4.0,,3.0,,3.0,
42,383,4.0,3.820031747276209,5.0,5.0,4.0,3.0,5.0,5.0,4.0,5.0,5.0,4.0,3.0,5.0,4.0,3.0,2.0,4.0,5.0,2.0,5.0,5.0
56,110,4.0,4.12295766736789,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,5.0,3.0,4.0,5.0,3.0,5.0,4.0,4.0,
58,36,4.0,3.9400943227989673,4.0,2.0,5.0,3.0,5.0,5.0,3.0,4.0,4.0,3.0,5.0,5.0,3.0,5.0,4.0,5.0,4.0,4.0,4.0,3.0
86,590,4.0,4.246197442008733,4.0,4.0,4.5,,4.0,,4.0,,4.5,,4.0,,3.0,,4.0,,,,,
100,11,4.0,4.229241245903287,4.5,4.5,4.0,4.0,4.0,1.0,4.5,3.5,3.5,4.5,4.5,4.5,4.5,,4.0,,4.0,,3.5,
117,11,4.0,4.1032111143405325,3.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0
117,253,4.0,3.18757410779734,3.0,3.0,4.0,3.0,3.0,5.0,4.0,4.0,3.0,3.0,2.0,4.0,5.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0
133,471,4.0,3.228314754294787,3.0,4.0,3.0,3.0,4.0,3.0,3.0,1.0,3.0,,3.0,,4.0,,3.0,,4.0,,3.0,
144,357,4.0,3.2103374217015888,3.0,4.0,4.5,3.0,2.0,3.5,3.0,4.5,4.0,4.5,3.0,4.0,3.0,4.5,3.5,3.0,4.5,3.0,3.0,
171,260,4.0,3.267696651011542,5.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,,5.0,,5.0,,4.0,
178,10,4.0,4.366583945525275,5.0,4.0,5.0,4.5,4.5,4.5,4.5,4.5,4.0,4.5,4.5,4.0,3.0,,3.5,,4.5,,4.0,
189,318,4.0,2.708781140293645,4.0,,4.0,,4.5,,,,,,,,,,,,,,,
217,494,4.0,2.276581016744279,4.0,4.0,4.0,2.0,4.0,1.0,2.0,2.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0
226,69,4.0,3.9185963507386994,4.5,3.0,3.5,5.0,4.0,2.0,2.0,3.5,4.5,3.5,2.5,4.5,4.0,4.0,4.0,2.5,2.5,4.5,4.0,3.0
243,153,4.0,3.99709199172584,5.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0,5.0,5.0,4.0,,3.0,,3.0,
244,349,4.0,2.110436964154653,2.0,3.0,5.0,5.0,3.0,5.0,4.0,3.0,1.0,5.0,4.0,,4.0,,3.0,,4.0,,5.0,
249,541,4.0,3.132360307136305,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,3.0,3.5,4.0,3.5,4.0,3.0,3.0,3.0,3.5,3.5,3.5,3.0
288,253,4.0,3.141045933409388,2.0,2.0,4.0,5.0,3.0,3.0,4.5,3.5,3.0,3.5,5.0,3.5,3.5,4.0,3.5,4.5,5.0,3.0,5.0,4.0
304,349,4.0,1.6344543137207797,4.0,1.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,1.0,5.0,1.0,4.0,3.0
323,588,4.0,2.665992209136818,2.5,3.5,3.5,3.5,4.5,3.0,4.5,2.0,3.0,2.0,3.5,3.5,2.5,3.0,3.0,2.5,3.5,3.0,5.0,4.5
373,590,4.0,4.201966159802007,4.0,3.0,4.0,5.0,3.0,4.0,5.0,4.0,2.0,1.0,1.0,1.0,4.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0
386,112,4.0,2.476586370368285,4.0,4.0,2.0,4.0,3.0,2.0,3.0,2.0,3.0,4.0,2.0,4.0,4.0,3.0,3.0,2.0,3.0,3.0,4.0,3.0
410,597,4.0,2.6212499293873184,3.0,3.0,3.0,3.0,5.0,,3.0,,4.0,,2.0,,3.0,,4.0,,4.0,,,
412,593,4.0,3.2602956058094548,5.0,5.0,5.0,5.0,4.0,2.0,2.0,,,,,,,,,,,,,
446,594,4.0,3.0878967425571937,3.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,5.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0
462,562,4.0,2.393056271869819,3.5,4.0,5.0,1.5,1.5,4.0,3.0,3.0,4.0,3.5,3.5,3.5,2.5,4.0,4.0,3.5,3.0,5.0,4.0,3.0
474,45,4.0,3.478947036270419,4.0,4.5,4.5,4.5,4.0,3.5,4.0,5.0,4.0,3.0,3.5,4.0,1.0,2.0,4.5,4.0,3.0,3.5,3.0,3.0
479,454,4.0,2.609002086070048,2.0,2.0,1.0,3.0,4.0,,4.0,,2.0,,4.0,,3.0,,3.0,,3.0,,3.0,
500,180,4.0,2.229523280229812,4.0,1.0,1.0,1.0,3.0,1.0,4.0,4.0,4.0,4.0,4.0,,4.0,,3.0,,1.0,,4.0,
604,328,4.0,2.8972007886117,3.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0
21,356,4.5,3.42165941632685,3.5,3.0,3.5,3.5,5.0,1.0,4.0,3.0,2.0,5.0,4.0,2.5,3.5,,3.0,,3.0,,2.5,
68,10,4.5,3.1827290557367705,2.0,1.5,5.0,4.0,3.0,2.0,4.5,3.5,3.0,4.0,3.5,3.0,3.0,1.0,4.0,3.0,3.5,3.0,2.0,4.5
68,597,4.5,2.364532941252424,3.5,1.0,3.0,1.5,5.0,3.0,2.0,3.5,3.0,4.0,4.5,4.5,3.0,4.5,3.5,3.5,3.0,2.0,4.0,4.0
72,593,4.5,3.1606676512004404,4.0,4.0,4.5,4.5,5.0,4.5,3.5,4.5,4.0,,4.0,,4.5,,4.5,,4.5,,3.5,
76,296,4.5,1.81305850064942,0.5,0.5,3.0,0.5,4.0,3.0,3.5,3.5,0.5,0.5,0.5,,1.0,,2.0,,3.5,,3.0,
98,593,4.5,3.6575558263643417,5.0,4.5,4.5,,3.0,,,,,,,,,,,,,,,
100,168,4.5,3.963522229432805,3.5,1.0,4.0,3.5,1.0,4.0,4.0,4.5,4.0,4.5,3.0,4.5,4.0,,4.0,,4.0,,3.5,
123,47,4.5,3.347319561387866,4.0,,4.5,,4.0,,4.0,,,,,,,,,,,,,
144,593,4.5,3.4431518046010483,4.0,4.0,4.0,4.5,3.5,3.5,3.0,3.0,4.0,4.5,3.0,4.0,3.0,4.5,4.5,3.0,4.5,3.0,3.0,
166,527,4.5,2.454486855815324,4.5,5.0,5.0,5.0,4.5,4.5,5.0,2.5,3.5,4.0,3.5,,3.5,,4.5,,3.5,,4.0,
228,260,4.5,2.2261587931060576,4.0,4.5,3.0,,4.0,,4.5,,,,,,,,,,,,,
254,1,4.5,3.93848611661748,4.0,4.0,4.5,4.0,2.0,4.5,4.5,4.5,5.0,2.0,2.5,,5.0,,4.0,,4.0,,4.0,
274,16,4.5,4.4742689527761295,3.5,4.0,4.0,3.5,3.5,3.5,4.5,3.5,3.5,2.5,2.5,4.0,3.5,4.0,4.0,3.0,4.5,4.5,3.5,4.0
280,1,4.5,4.002904425463162,3.0,4.5,4.0,4.0,3.0,3.0,3.0,3.0,4.0,,4.5,,2.5,,4.0,,4.0,,4.5,
307,553,4.5,2.096477522661217,1.5,4.5,3.5,4.5,4.5,2.5,4.0,4.0,3.0,4.0,2.5,3.0,2.0,3.5,3.5,2.0,4.0,3.0,1.5,4.5
318,296,4.5,3.423439011379715,4.0,3.5,3.5,3.0,4.5,3.0,3.0,3.5,3.5,4.0,4.0,3.5,4.0,,3.5,,4.5,,4.5,
332,318,4.5,2.856807540396662,4.0,4.0,3.5,3.5,4.0,4.0,2.5,3.5,4.0,4.0,4.0,4.0,4.0,,4.5,,3.5,,2.0,
343,296,4.5,3.016043936468722,4.5,4.5,4.5,,3.0,,4.5,,4.5,,5.0,,,,,,,,,
356,337,4.5,2.815768311554172,4.5,3.0,3.0,3.5,4.0,4.5,4.0,3.0,3.5,,3.5,,3.0,,4.5,,4.5,,4.0,
370,50,4.5,3.2402826263506443,1.5,3.5,3.5,3.5,3.5,3.5,3.5,,5.0,,4.0,,3.5,,4.0,,3.5,,4.5,
396,318,4.5,2.770536003273707,5.0,5.0,0.5,2.0,2.0,4.0,4.0,3.0,3.0,,,,,,,,,,,
400,541,4.5,3.107375680425702,5.0,5.0,4.5,5.0,5.0,,5.0,,5.0,,5.0,,,,,,,,,
418,111,4.5,3.1699292825562697,5.0,4.5,4.0,,3.5,,4.5,,4.5,,4.5,,4.0,,0.5,,,,,
428,253,4.5,2.6470856634994115,3.5,3.0,2.0,3.0,3.5,2.0,2.0,2.5,2.5,3.5,3.0,2.0,2.5,1.5,1.0,2.5,2.0,2.5,3.0,1.0
432,480,4.5,3.393413241820161,2.5,2.0,4.5,4.5,4.0,2.5,2.0,4.0,2.5,3.0,3.0,3.5,3.5,4.0,3.0,3.5,3.5,,4.0,
484,160,4.5,3.439641125497159,5.0,4.0,4.5,4.5,4.0,4.5,4.0,4.5,4.0,4.0,5.0,4.5,4.5,,4.0,,4.5,,3.5,
495,104,4.5,3.1278598731292897,3.0,4.5,4.0,4.5,4.5,4.0,3.5,3.5,4.5,4.0,4.0,3.0,4.0,,4.0,,4.0,,3.0,
511,356,4.5,3.6318741646678943,5.0,,5.0,,,,,,,,,,,,,,,,,
513,296,4.5,3.5329912971954287,5.0,4.5,4.5,4.0,5.0,,3.5,,4.0,,4.5,,4.0,,4.5,,,,,
534,480,4.5,4.293183957653745,4.0,4.0,4.0,4.0,4.0,4.0,3.5,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.5,3.5,3.5,3.5,4.0,
557,150,4.5,3.730753936400792,4.5,4.5,4.5,,3.0,,4.0,,3.5,,4.0,,5.0,,,,,,,
562,527,4.5,2.4310587482155266,4.5,4.0,4.0,3.0,4.5,4.5,3.0,,5.0,,5.0,,5.0,,3.0,,4.0,,4.0,
585,111,4.5,3.906992281650912,5.0,5.0,5.0,,5.0,,3.5,,3.5,,4.5,,,,,,,,,
600,296,4.5,2.753185821676265,2.5,2.5,3.5,3.0,1.5,3.5,2.0,2.0,3.5,3.0,3.0,3.0,3.0,1.0,3.0,2.5,2.5,2.5,2.0,4.0
14,47,5.0,3.4267381071169933,4.0,5.0,3.0,3.0,2.0,2.0,3.0,4.0,5.0,5.0,1.0,4.0,4.0,,2.0,,4.0,,2.0,
19,589,5.0,2.3681216009862265,3.0,2.0,4.0,3.0,3.0,2.0,3.0,3.0,4.0,1.0,2.0,2.0,4.0,4.0,2.0,4.0,4.0,2.0,3.0,3.0
33,36,5.0,4.366729658757717,4.0,3.0,4.0,2.0,5.0,4.0,3.0,5.0,4.0,5.0,2.0,3.0,4.0,5.0,4.0,4.0,3.0,3.0,5.0,3.0
35,185,5.0,4.757027315877155,5.0,5.0,4.0,5.0,5.0,5.0,4.0,3.0,5.0,4.0,5.0,5.0,2.0,5.0,5.0,,3.0,,3.0,
46,266,5.0,3.929698050455432,5.0,4.0,3.0,5.0,5.0,5.0,5.0,3.0,4.0,3.0,4.0,5.0,4.0,4.0,3.0,4.0,5.0,,4.0,
68,377,5.0,2.3263162062149108,3.5,4.5,3.0,1.0,3.5,4.0,3.0,3.0,2.0,4.0,2.5,1.5,2.5,2.5,3.0,4.5,4.5,3.0,1.5,4.0
84,17,5.0,4.088602430514944,2.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,5.0,3.0,3.0,3.0,3.0
84,593,5.0,3.7925384977512286,4.0,4.0,2.0,3.0,4.0,4.0,3.0,5.0,3.0,3.0,4.0,3.0,5.0,2.0,4.0,4.0,4.0,4.0,4.0,3.0
107,590,5.0,5.06259950962194,4.0,4.0,5.0,5.0,3.0,5.0,4.0,4.0,3.0,4.0,4.0,5.0,4.0,5.0,3.0,3.0,5.0,3.0,4.0,4.0
112,480,5.0,2.0700580641366453,4.0,3.5,1.5,0.5,2.0,2.0,1.5,5.0,4.0,4.0,5.0,0.5,5.0,2.5,2.0,4.0,0.5,5.0,3.5,0.5
171,485,5.0,3.613160145559333,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,5.0,,4.0,,5.0,
176,47,5.0,3.559406169113128,4.0,5.0,5.0,4.0,5.0,3.0,4.0,3.0,3.0,4.0,2.0,,5.0,,3.0,,5.0,,4.0,
176,110,5.0,4.844373357990559,4.0,3.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,3.0,3.0,,5.0,,3.0,,5.0,,5.0,
177,356,5.0,2.9207116816938523,3.0,5.0,3.0,3.0,5.0,3.0,4.5,2.0,2.5,3.5,5.0,3.0,4.0,4.5,3.0,4.0,4.0,4.0,4.0,3.0
