id,companies,director,genres,keywords,stars,title,writers,year,Brian De Palma,Chris Columbus,Steven Spielberg,Lana Wachowski,Francis Ford Coppola,Andrew Adamson,M. Night Shyamalan,Richard Marquand,Kevin Costner,John McTiernan,Frank Darabont,Tom Shadyac,Ron Howard,Gary Trousdale,Christopher Nolan,Jan de Bont,Quentin Tarantino,David Fincher,Terry Gilliam,George Lucas,Mel Gibson,Roland Emmerich,Roger Allers,Jonathan Demme,Sam Mendes,Bryan Singer,Ron Clements,Robert Zemeckis,Irvin Kershner,Gore Verbinski,Joel Coen,Barry Sonnenfeld,John Lasseter,Peter Jackson,Tim Burton,Ridley Scott,James Cameron,Chuck Russell,Andrew Davis,Romance,Drama,Animation,Adventure,Western,Fantasy,Comedy,Musical,History,War,Mystery,Action,Family,Biography,Crime,Thriller,Sci-Fi,Horror,Bob Gunton,Carrie Fisher,Sela Ward,Matthew Broderick,Orlando Bloom,Ralph Fiennes,Mary McDonnell,Michael Keaton,Toni Collette,Keanu Reeves,Sally Field,Madeleine Stowe,Morgan Freeman,Peter Riegert,Michael J. Fox,Jeremy Irons,Ben Kingsley,John Travolta,Jodie Foster,James Earl Jones,Jim Carrey,Dennis Hopper,Linda Larkin,Gabriel Byrne,Thora Birch,Tim Robbins,Marlon Brando,James Caan,Tommy Lee Jones,Kevin Spacey,Linda Fiorentino,Sigourney Weaver,Arnold Schwarzenegger,Graham Greene,Sandra Bullock,Uma Thurman,Paul Freeman,Brad Pitt,William H. Macy,Chazz Palminteri,Carrie-Anne Moss,Pierce Brosnan,Linda Hamilton,Paige OHara,Robin Williams,Samuel L. Jackson,Eddie Murphy,Joaquin Phoenix,Elijah Wood,Johnny Depp,Don Rickles,Connie Nielsen,Gary Sinise,Bonnie Bedelia,Scott Weinger,Edward Furlong,Russell Crowe,Jesse Corti,Tom Skerritt,Jeff Goldblum,Mark Hamill,Jamie Lee Curtis,Tom Sizemore,Will Smith,John Hurt,Cameron Diaz,Tom Arnold,Bill Pullman,Edward Norton,Christopher Lloyd,Geoffrey Rush,Al Pacino,Aaron Eckhart,Patrick McGoohan,Jon Voight,Kim Basinger,Steve Buscemi,Lea Thompson,Emmanuelle Béart,Matt Damon,Haley Joel Osment,Heath Ledger,Kevin Bacon,Tim Allen,Guy Pearce,Meat Loaf,Mike Myers,Robin Wright,Tom Hanks,Joe Pantoliano,Karen Allen,Courteney Cox,Harrison Ford,Bill Paxton,Tom Cruise,Sean Young,Alan Rickman,Ian McKellen,Jack Nicholson,Sam Neill,Sophie Marceau,Frances McDormand,Viggo Mortensen,Anthony Hopkins,Christian Bale,Robby Benson,Laurence Fishburne,Annette Bening,Liam Neeson,Bruce Willis,Lawrence A. Bonney,Laura Dern,Jim Lovell,Anne Fine,David Twohy,Lawrence Kasdan,David Koepp,Ted Tally,Winston Groom,Mario Puzo,Alan Ball,Simon Michaël,Michael Crichton,Bob Gale,Andrew Kevin Walker,Roderick Thorp,Roger Avary,Dean Devlin,Lowell Cunningham,Bob Kane,Sam Hamm,Thomas Harris,John Musker,Chuck Palahniuk,Irene Mecchi,Leigh Brackett,David Franzoni,Jeffrey Kluger,William Wisher,Linda Woolverton,Fran Walsh,Steven Zaillian,Michael Fallon,Ethan Coen,Pete Docter,Bruce Geller,Thomas Keneally,Claude Zidi,Jack Bernstein,Mark Verheiden,Jeb Stuart,Graham Yost,Michael Blake,Jim Uhls,J.R.R. Tolkien,David Webb Peoples,Jonathan Hensleigh,Stephen King,Christopher McQuarrie,Lilly Wachowski,Jonathan Nolan,Brenda Chapman,Ed Solomon,Chris Marker,Jonathan Roberts,Ronald Shusett,Ted Elliott,Randi Mayem Singer,Terry Rossio,William Steig,Robert Rodat,Dan OBannon,Randall Wallace,Eric Roth
1036,Silver Pictures|Twentieth Century Fox|Gordon Company,John McTiernan,Action|Thriller,hostage|los angeles california|christmas|one against many|christmas eve,Bonnie Bedelia|Alan Rickman|Bruce Willis,Jungla de cristal,Jeb Stuart|Roderick Thorp,1988,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1196,Lucasfilm,Irvin Kershner,Action|Adventure|Fantasy|Sci-Fi,famous twist|rescue|rebel|duel|sword fight,Carrie Fisher|Mark Hamill|Harrison Ford,El imperio contraataca,Lawrence Kasdan|Leigh Brackett,1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1198,Lucasfilm|Paramount Pictures,Steven Spielberg,Action|Adventure,archeologist|ark of the covenant|nazi|indiana jones|egypt,Karen Allen|Paul Freeman|Harrison Ford,En busca del arca perdida,Lawrence Kasdan|George Lucas,1981,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1210,Lucasfilm,Richard Marquand,Action|Adventure|Fantasy|Sci-Fi,villain turns good|empire|death star|rebel|emperor,Carrie Fisher|Mark Hamill|Harrison Ford,El retorno del Jedi,Lawrence Kasdan|George Lucas,1983,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1214,Twentieth Century-Fox Productions|Brandywine Productions,Ridley Scott,Sci-Fi|Horror,alien|female protagonist|creature|spaceship|outer space,Sigourney Weaver|John Hurt|Tom Skerritt,"Alien, el octavo pasajero",Ronald Shusett|Dan OBannon,1979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1270,Amblin Entertainment|Universal Pictures|U-Drive Productions,Robert Zemeckis,Comedy|Adventure|Sci-Fi,time travel comedy|time travel|delorean|future|time machine,Michael J. Fox|Lea Thompson|Christopher Lloyd,Regreso al futuro,Bob Gale|Robert Zemeckis,1985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1580,Columbia Pictures Corporation|Amblin Entertainment|Parkes+MacDonald Image Nation,Barry Sonnenfeld,Mystery|Comedy|Adventure|Sci-Fi,terrorist|alien|laser gun|galaxy|flying saucer,Will Smith|Linda Fiorentino|Tommy Lee Jones,Men in Black (Hombres de negro),Ed Solomon|Lowell Cunningham,1997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2028,Amblin Entertainment|DreamWorks|Paramount Pictures,Steven Spielberg,War|Drama,d day|normandy|world war two|rescue mission|army,Tom Sizemore|Tom Hanks|Matt Damon,Salvar al soldado Ryan,Robert Rodat,1998,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2571,Village Roadshow Pictures|Groucho Film Partnership|Warner Bros.,Lana Wachowski,Action|Sci-Fi,questioning reality|war with machines|simulated reality|post apocalypse|artificial reality,Keanu Reeves|Laurence Fishburne|Carrie-Anne Moss,Matrix,Lilly Wachowski|Lana Wachowski,1999,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2762,The Kennedy/Marshall Company|Spyglass Entertainment|Hollywood Pictures,M. Night Shyamalan,Mystery|Thriller|Drama,able to see the dead|surprise ending|ghost|plot twist|bullying,Haley Joel Osment|Toni Collette|Bruce Willis,El sexto sentido,M. Night Shyamalan,1999,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2858,Jinks/Cohen Company|DreamWorks,Sam Mendes,Drama,midlife crisis|drug dealer|adulterous wife|domestic violence|virgin girl,Thora Birch|Annette Bening|Kevin Spacey,American Beauty,Alan Ball,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2959,Fox 2000 Pictures|Linson Films|Regency Enterprises,David Fincher,Drama,fighting|anti establishment|multiple personality disorder|surprise ending|insomnia,Meat Loaf|Brad Pitt|Edward Norton,El club de la lucha,Jim Uhls|Chuck Palahniuk,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3578,Scott Free Productions|DreamWorks|Universal Pictures,Ridley Scott,Action|Adventure|Drama,slavery|combat|roman empire|gladiator|battlefield,Connie Nielsen|Russell Crowe|Joaquin Phoenix,Gladiator (El gladiador),David Franzoni,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4226,Newmarket Capital Group|I Remember Productions|Team Todd,Christopher Nolan,Mystery|Thriller,short term memory loss|memory|telephone|short term memory|hidden truth,Joe Pantoliano|Guy Pearce|Carrie-Anne Moss,Memento,Christopher Nolan|Jonathan Nolan,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4306,Pacific Data Images (PDI)|DreamWorks|DreamWorks Animation,Andrew Adamson,Family|Fantasy|Comedy|Adventure|Animation,shrek|swamp|fire breathing dragon|ogre|princess,Mike Myers|Eddie Murphy|Cameron Diaz,Shrek,Ted Elliott|William Steig,2001,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
4993,New Line Cinema|The Saul Zaentz Company|WingNut Films,Peter Jackson,Adventure|Drama|Fantasy,orc|quest|hobbit|elf|ring,Elijah Wood|Orlando Bloom|Ian McKellen,El señor de los anillos: La comunidad del anillo,Fran Walsh|J.R.R. Tolkien,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5952,New Line Cinema|The Saul Zaentz Company|WingNut Films,Peter Jackson,Adventure|Drama|Fantasy,epic|wizard|evil wizard|mission|middle earth,Viggo Mortensen|Elijah Wood|Ian McKellen,El señor de los anillos: Las dos torres,Fran Walsh|J.R.R. Tolkien,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6539,Walt Disney Pictures|Jerry Bruckheimer Films,Gore Verbinski,Action|Adventure|Fantasy,pirate|governor|undead|caribbean|curse,Geoffrey Rush|Orlando Bloom|Johnny Depp,Piratas del Caribe: La maldición de la Perla Negra,Terry Rossio|Ted Elliott,2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
7153,New Line Cinema|The Saul Zaentz Company|WingNut Films,Peter Jackson,Adventure|Drama|Fantasy,orc|hobbit|ring|battle|journey,Viggo Mortensen|Elijah Wood|Ian McKellen,El señor de los anillos: El retorno del rey,Fran Walsh|J.R.R. Tolkien,2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58559,Legendary Entertainment|Warner Bros.|Syncopy,Christopher Nolan,Action|Thriller|Drama|Crime,dc comics|psychopath|clown|scarred face|moral dilemma,Heath Ledger|Aaron Eckhart|Christian Bale,El caballero oscuro,Christopher Nolan|Jonathan Nolan,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
